pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(((b(a|ε))|(b*))|ε),35,35,1,1.0,1.0,1.0
(((b(b|ε))|(a*))|ε),75,75,3,1.0,1.0,1.0
(((b(b|ε))|(b*))|ε),35,35,1,1.0,1.0,1.0
(((b(a*))|(a*))|ε),53,53,2,1.0,1.0,1.0
(((b(a*))|(b*))|ε),35,35,1,1.0,0.3333333333333333,0.5
(((b(b*))|(a*))|ε),93,93,3,1.0,1.0,1.0
(((b(b*))|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a*)a)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a*)a)|(b*))|ε),93,93,3,1.0,1.0,1.0
((((a*)b)|(a*))|ε),52,52,2,1.0,1.0,1.0
((((a*)b)|(b*))|ε),125,125,4,1.0,1.0,1.0
((((b*)a)|(a*))|ε),125,125,4,1.0,1.0,1.0
((((b*)a)|(b*))|ε),52,52,2,1.0,1.0,1.0
((((b*)b)|(a*))|ε),93,93,3,1.0,1.0,1.0
((((b*)b)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a|(a|a))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a|(a|a))*)|(b*))|ε),93,93,3,1.0,1.0,1.0
((((a|(a|b))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((a|(a|b))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|a))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|a))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|b))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((a|(b|b))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|a))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|a))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|b))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((b|(a|b))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(b|a))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
((((b|(b|a))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
((((b|(b|b))*)|(a*))|ε),93,93,3,1.0,1.0,1.0
((((b|(b|b))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)|(a*))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)|(a*))*)|(b*))|ε),93,93,3,1.0,1.0,1.0
(((((a*)|(b*))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
(((((a*)|(b*))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
(((((b*)|(a*))*)|(a*))|ε),33,33,1,1.0,1.0,1.0
(((((b*)|(a*))*)|(b*))|ε),33,33,1,1.0,1.0,1.0
(((((b*)|(b*))*)|(a*))|ε),93,93,3,1.0,1.0,1.0
(((((b*)|(b*))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a|(a|a))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((a|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((a|(b|b))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(a|a))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|((b|(b|b))*))|ε),93,93,3,1.0,1.0,1.0
(((a*)|(((a*)|(a*))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((a*)|(b*))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|(((b*)|(a*))*))|ε),33,33,1,1.0,1.0,1.0
(((a*)|(((b*)|(b*))*))|ε),93,93,3,1.0,1.0,1.0
(((a*)|(((a|ε)a)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((a|ε)b)*))|ε),35,35,1,1.0,0.5,0.6666666666666666
(((a*)|(((b|ε)a)*))|ε),73,73,3,0.2,1.0,0.33333333333333337
(((a*)|(((b|ε)b)*))|ε),75,75,3,1.0,1.0,1.0
(((a*)|((a(a|ε))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a(b|ε))*))|ε),35,35,1,1.0,0.5,0.6666666666666666
(((a*)|((a(a*))*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|((a(b*))*))|ε),53,53,2,1.0,1.0,1.0
(((a*)|((b(a|ε))*))|ε),73,73,3,0.2,1.0,0.33333333333333337
(((a*)|((b(b|ε))*))|ε),75,75,3,1.0,1.0,1.0
(((a*)|((b(a*))*))|ε),72,72,3,1.0,1.0,1.0
(((a*)|((b(b*))*))|ε),93,93,3,1.0,1.0,1.0
(((a*)|(((a*)a)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((a*)b)*))|ε),54,54,2,1.0,1.0,1.0
(((a*)|(((b*)a)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)|(((b*)b)*))|ε),93,93,3,1.0,1.0,1.0
(((b*)|((a|(a|a))*))|ε),93,93,3,1.0,1.0,1.0
(((b*)|((a|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((a|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((a|(b|b))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(a|a))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(a|b))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(b|a))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|((b|(b|b))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((a*)|(a*))*))|ε),93,93,3,1.0,1.0,1.0
(((b*)|(((a*)|(b*))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|(((b*)|(a*))*))|ε),33,33,1,1.0,1.0,1.0
(((b*)|(((b*)|(b*))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((a|ε)a)*))|ε),102,102,4,1.0,1.0,1.0
(((b*)|(((a|ε)b)*))|ε),104,104,4,1.0,1.0,1.0
(((b*)|(((b|ε)a)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((b|ε)b)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|((a(a|ε))*))|ε),102,102,4,1.0,1.0,1.0
(((b*)|((a(b|ε))*))|ε),104,104,4,1.0,1.0,1.0
(((b*)|((a(a*))*))|ε),93,93,3,1.0,1.0,1.0
(((b*)|((a(b*))*))|ε),74,74,3,1.0,1.0,1.0
(((b*)|((b(a|ε))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|((b(b|ε))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|((b(a*))*))|ε),53,53,2,1.0,1.0,1.0
(((b*)|((b(b*))*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((a*)a)*))|ε),93,93,3,1.0,1.0,1.0
(((b*)|(((a*)b)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)|(((b*)a)*))|ε),55,55,2,1.0,1.0,1.0
(((b*)|(((b*)b)*))|ε),35,35,1,1.0,1.0,1.0
(((((a|ε)a)*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((a|ε)a)*)|(b*))|ε),102,102,4,1.0,1.0,1.0
(((((a|ε)b)*)|(a*))|ε),35,35,1,1.0,0.5,0.6666666666666666
(((((a|ε)b)*)|(b*))|ε),104,104,4,1.0,1.0,1.0
(((((b|ε)a)*)|(a*))|ε),73,73,3,0.2,1.0,0.33333333333333337
(((((b|ε)a)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((b|ε)b)*)|(a*))|ε),75,75,3,1.0,1.0,1.0
(((((b|ε)b)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a(a|ε))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a(a|ε))*)|(b*))|ε),102,102,4,1.0,1.0,1.0
((((a(b|ε))*)|(a*))|ε),35,35,1,1.0,0.5,0.6666666666666666
((((a(b|ε))*)|(b*))|ε),104,104,4,1.0,1.0,1.0
((((a(a*))*)|(a*))|ε),35,35,1,1.0,1.0,1.0
((((a(a*))*)|(b*))|ε),93,93,3,1.0,1.0,1.0
((((a(b*))*)|(a*))|ε),53,53,2,1.0,1.0,1.0
((((a(b*))*)|(b*))|ε),74,74,3,1.0,1.0,1.0
((((b(a|ε))*)|(a*))|ε),73,73,3,0.2,1.0,0.33333333333333337
((((b(a|ε))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((b(b|ε))*)|(a*))|ε),75,75,3,1.0,1.0,1.0
((((b(b|ε))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((b(a*))*)|(a*))|ε),72,72,3,1.0,1.0,1.0
((((b(a*))*)|(b*))|ε),53,53,2,1.0,1.0,1.0
((((b(b*))*)|(a*))|ε),93,93,3,1.0,1.0,1.0
((((b(b*))*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)a)*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((a*)a)*)|(b*))|ε),93,93,3,1.0,1.0,1.0
(((((a*)b)*)|(a*))|ε),54,54,2,1.0,1.0,1.0
(((((a*)b)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
(((((b*)a)*)|(a*))|ε),35,35,1,1.0,1.0,1.0
(((((b*)a)*)|(b*))|ε),55,55,2,1.0,1.0,1.0
(((((b*)b)*)|(a*))|ε),93,93,3,1.0,1.0,1.0
(((((b*)b)*)|(b*))|ε),35,35,1,1.0,1.0,1.0
((((a|(a|a))|ε)a)|ε),33,33,1,0,0,0
((((a|(a|a))|ε)b)|ε),33,33,1,0,0,0
((((a|(a|b))|ε)a)|ε),33,33,1,0,0,0
((((a|(a|b))|ε)b)|ε),33,33,1,0,0,0
((((a|(b|a))|ε)a)|ε),33,33,1,0,0,0
((((a|(b|a))|ε)b)|ε),33,33,1,0,0,0
((((a|(b|b))|ε)a)|ε),33,33,1,0,0,0
((((a|(b|b))|ε)b)|ε),33,33,1,0,0,0
((((b|(a|a))|ε)a)|ε),33,33,1,0,0,0
((((b|(a|a))|ε)b)|ε),33,33,1,0,0,0
((((b|(a|b))|ε)a)|ε),33,33,1,0,0,0
((((b|(a|b))|ε)b)|ε),33,33,1,0,0,0
((((b|(b|a))|ε)a)|ε),33,33,1,0,0,0
((((b|(b|a))|ε)b)|ε),33,33,1,0,0,0
((((b|(b|b))|ε)a)|ε),33,33,1,0,0,0
((((b|(b|b))|ε)b)|ε),33,33,1,0,0,0
(((((a*)|(a*))|ε)a)|ε),54,54,2,1.0,1.0,1.0
(((((a*)|(a*))|ε)b)|ε),58,58,2,0,0,0
(((((a*)|(b*))|ε)a)|ε),94,94,3,1.0,1.0,1.0
(((((a*)|(b*))|ε)b)|ε),105,105,3,1.0,1.0,1.0
(((((b*)|(a*))|ε)a)|ε),94,94,3,1.0,1.0,1.0
(((((b*)|(a*))|ε)b)|ε),105,105,3,1.0,1.0,1.0
(((((b*)|(b*))|ε)a)|ε),55,55,2,0,0,0
(((((b*)|(b*))|ε)b)|ε),55,55,2,1.0,1.0,1.0
(((a|ε)((aa)|ε))|ε),33,33,1,0,0.0,0
(((a|ε)((ab)|ε))|ε),33,33,1,0,0,0
(((a|ε)((ba)|ε))|ε),33,33,1,0,0,0
(((a|ε)((bb)|ε))|ε),33,33,1,0,0,0
(((a|ε)(a|(a|a)))|ε),33,33,1,0,0,0
(((a|ε)(a|(a|b)))|ε),33,33,1,0,0,0
(((a|ε)(a|(b|a)))|ε),33,33,1,0,0,0
(((a|ε)(a|(b|b)))|ε),33,33,1,0,0,0
(((a|ε)(b|(a|a)))|ε),33,33,1,0,0,0
(((a|ε)(b|(a|b)))|ε),33,33,1,0,0,0
(((a|ε)(b|(b|a)))|ε),33,33,1,0,0,0
(((a|ε)(b|(b|b)))|ε),33,33,1,0,0,0
(((a|ε)((a*)|(a*)))|ε),54,54,2,1.0,1.0,1.0
(((a|ε)((a*)|(b*)))|ε),95,95,4,1.0,1.0,1.0
(((a|ε)((b*)|(a*)))|ε),95,95,4,1.0,1.0,1.0
(((a|ε)((b*)|(b*)))|ε),54,54,2,0,0,0
(((a|ε)((aa)*))|ε),55,55,2,1.0,1.0,1.0
(((a|ε)((ab)*))|ε),55,55,2,0,0,0
(((a|ε)((ba)*))|ε),55,55,2,0,0,0
(((a|ε)((bb)*))|ε),55,55,2,0,0,0
(((b|ε)((aa)|ε))|ε),33,33,1,0,0,0
(((b|ε)((ab)|ε))|ε),33,33,1,0,0,0
(((b|ε)((ba)|ε))|ε),33,33,1,0,0,0
(((b|ε)((bb)|ε))|ε),33,33,1,0,0,0
(((b|ε)(a|(a|a)))|ε),33,33,1,0,0,0
(((b|ε)(a|(a|b)))|ε),33,33,1,0,0,0
(((b|ε)(a|(b|a)))|ε),33,33,1,0,0,0
(((b|ε)(a|(b|b)))|ε),33,33,1,0,0,0
(((b|ε)(b|(a|a)))|ε),33,33,1,0,0,0
(((b|ε)(b|(a|b)))|ε),33,33,1,0,0,0
(((b|ε)(b|(b|a)))|ε),33,33,1,0,0,0
(((b|ε)(b|(b|b)))|ε),33,33,1,0,0,0
(((b|ε)((a*)|(a*)))|ε),54,54,2,1.0,1.0,1.0
(((b|ε)((a*)|(b*)))|ε),126,126,4,1.0,1.0,1.0
(((b|ε)((b*)|(a*)))|ε),126,126,4,1.0,1.0,1.0
(((b|ε)((b*)|(b*)))|ε),55,55,2,1.0,1.0,1.0
(((b|ε)((aa)*))|ε),59,59,2,0,0.0,0
(((b|ε)((ab)*))|ε),59,59,2,0,0,0
(((b|ε)((ba)*))|ε),59,59,2,0,0,0
(((b|ε)((bb)*))|ε),59,59,2,1.0,1.0,1.0
(((((a|ε)a)|ε)a)|ε),33,33,1,0,0.0,0
(((((a|ε)a)|ε)b)|ε),33,33,1,0,0,0
(((((a|ε)b)|ε)a)|ε),33,33,1,0,0,0
(((((a|ε)b)|ε)b)|ε),33,33,1,0,0,0
(((((b|ε)a)|ε)a)|ε),33,33,1,0,0,0
(((((b|ε)a)|ε)b)|ε),33,33,1,0,0,0
(((((b|ε)b)|ε)a)|ε),33,33,1,0,0,0
(((((b|ε)b)|ε)b)|ε),33,33,1,0,0,0
((((a(a|ε))|ε)a)|ε),33,33,1,0,0.0,0
((((a(a|ε))|ε)b)|ε),33,33,1,0,0,0
((((a(b|ε))|ε)a)|ε),33,33,1,0,0,0
((((a(b|ε))|ε)b)|ε),33,33,1,0,0,0
((((aa)|ε)(a|ε))|ε),33,33,1,0,0.0,0
((((aa)|ε)(b|ε))|ε),33,33,1,0,0,0
((((aa)|ε)(a*))|ε),33,33,1,0,0.0,0
((((aa)|ε)(b*))|ε),33,33,1,0,0,0
((((ab)|ε)(a|ε))|ε),33,33,1,0,0,0
((((ab)|ε)(b|ε))|ε),33,33,1,0,0,0
((((ab)|ε)(a*))|ε),33,33,1,0,0,0
((((ab)|ε)(b*))|ε),33,33,1,0,0.0,0
((((a(a*))|ε)a)|ε),33,33,1,0,0.0,0
((((a(a*))|ε)b)|ε),33,33,1,0,0,0
((((a(b*))|ε)a)|ε),33,33,1,0,0.0,0
((((a(b*))|ε)b)|ε),33,33,1,0,0.0,0
((((b(a|ε))|ε)a)|ε),33,33,1,0,0,0
((((b(a|ε))|ε)b)|ε),33,33,1,0,0,0
((((b(b|ε))|ε)a)|ε),33,33,1,0,0,0
((((b(b|ε))|ε)b)|ε),33,33,1,0,0,0
((((ba)|ε)(a|ε))|ε),33,33,1,0,0,0
((((ba)|ε)(b|ε))|ε),33,33,1,0,0,0
((((ba)|ε)(a*))|ε),33,33,1,0,0.0,0
((((ba)|ε)(b*))|ε),33,33,1,0,0,0
((((bb)|ε)(a|ε))|ε),33,33,1,0,0,0
((((bb)|ε)(b|ε))|ε),33,33,1,0,0,0
((((bb)|ε)(a*))|ε),33,33,1,0,0,0
((((bb)|ε)(b*))|ε),33,33,1,0,0.0,0
((((b(a*))|ε)a)|ε),33,33,1,0,0.0,0
((((b(a*))|ε)b)|ε),33,33,1,0,0.0,0
((((b(b*))|ε)a)|ε),33,33,1,0,0,0
((((b(b*))|ε)b)|ε),33,33,1,0,0.0,0
(((((a*)a)|ε)a)|ε),33,33,1,0,0.0,0
(((((a*)a)|ε)b)|ε),33,33,1,0,0,0
(((((a*)b)|ε)a)|ε),33,33,1,0,0.0,0
(((((a*)b)|ε)b)|ε),33,33,1,0,0,0
(((((b*)a)|ε)a)|ε),91,91,3,1.0,1.0,1.0
(((((b*)a)|ε)b)|ε),33,33,1,0,0,0
(((((b*)b)|ε)a)|ε),33,33,1,0,0,0
(((((b*)b)|ε)b)|ε),33,33,1,0,0.0,0
(((a|a)(a|a))|ε),33,33,1,0,0,0
(((a|a)(a|b))|ε),33,33,1,0,0,0
(((a|a)(b|a))|ε),33,33,1,0,0,0
(((a|a)(b|b))|ε),33,33,1,0,0,0
(((a|b)(a|a))|ε),33,33,1,0,0,0
(((a|b)(a|b))|ε),33,33,1,0,0,0
(((a|b)(b|a))|ε),33,33,1,0,0,0
(((a|b)(b|b))|ε),33,33,1,0,0,0
(((a|(a|a))(a|ε))|ε),33,33,1,0,0,0
(((a|(a|a))(b|ε))|ε),33,33,1,0,0,0
(((a|(a|a))(a*))|ε),54,54,2,1.0,1.0,1.0
(((a|(a|a))(b*))|ε),54,54,2,0,0,0
(((a|(a|b))(a|ε))|ε),33,33,1,0,0,0
(((a|(a|b))(b|ε))|ε),33,33,1,0,0,0
(((a|(a|b))(a*))|ε),53,53,2,1.0,1.0,1.0
(((a|(a|b))(b*))|ε),54,54,2,1.0,1.0,1.0
(((a|(b|a))(a|ε))|ε),33,33,1,0,0,0
(((a|(b|a))(b|ε))|ε),33,33,1,0,0,0
(((a|(b|a))(a*))|ε),53,53,2,1.0,1.0,1.0
(((a|(b|a))(b*))|ε),54,54,2,1.0,1.0,1.0
(((a|(b|b))(a|ε))|ε),33,33,1,0,0,0
(((a|(b|b))(b|ε))|ε),33,33,1,0,0,0
(((a|(b|b))(a*))|ε),53,53,2,1.0,1.0,1.0
(((a|(b|b))(b*))|ε),54,54,2,1.0,1.0,1.0
(((a|(a*))a)|ε),54,54,2,1.0,1.0,1.0
(((a|(a*))b)|ε),58,58,2,0,0,0
(((a|(b*))a)|ε),94,94,3,0,0,0
(((a|(b*))b)|ε),93,93,3,1.0,1.0,1.0
(((b|a)(a|a))|ε),33,33,1,0,0,0
(((b|a)(a|b))|ε),33,33,1,0,0,0
(((b|a)(b|a))|ε),33,33,1,0,0,0
(((b|a)(b|b))|ε),33,33,1,0,0,0
(((b|b)(a|a))|ε),33,33,1,0,0,0
(((b|b)(a|b))|ε),33,33,1,0,0,0
(((b|b)(b|a))|ε),33,33,1,0,0,0
(((b|b)(b|b))|ε),33,33,1,0,0,0
(((b|(a|a))(a|ε))|ε),33,33,1,0,0,0
(((b|(a|a))(b|ε))|ε),33,33,1,0,0,0
(((b|(a|a))(a*))|ε),53,53,2,1.0,1.0,1.0
(((b|(a|a))(b*))|ε),54,54,2,1.0,1.0,1.0
(((b|(a|b))(a|ε))|ε),33,33,1,0,0,0
(((b|(a|b))(b|ε))|ε),33,33,1,0,0,0
(((b|(a|b))(a*))|ε),53,53,2,1.0,1.0,1.0
(((b|(a|b))(b*))|ε),54,54,2,1.0,1.0,1.0
(((b|(b|a))(a|ε))|ε),33,33,1,0,0,0
(((b|(b|a))(b|ε))|ε),33,33,1,0,0,0
(((b|(b|a))(a*))|ε),53,53,2,1.0,1.0,1.0
(((b|(b|a))(b*))|ε),54,54,2,1.0,1.0,1.0
(((b|(b|b))(a|ε))|ε),33,33,1,0,0,0
(((b|(b|b))(b|ε))|ε),33,33,1,0,0,0
(((b|(b|b))(a*))|ε),54,54,2,1.0,1.0,1.0
(((b|(b|b))(b*))|ε),55,55,2,1.0,1.0,1.0
(((b|(a*))a)|ε),63,63,2,0.3333333333333333,1.0,0.5
(((b|(a*))b)|ε),94,94,3,0.0,0,0
(((b|(b*))a)|ε),55,55,2,0,0,0
(((b|(b*))b)|ε),55,55,2,1.0,1.0,1.0
((((a*)|(a*))(a|ε))|ε),54,54,2,1.0,1.0,1.0
((((a*)|(a*))(b|ε))|ε),58,58,2,0,0,0
((((a*)|(a*))(a*))|ε),35,35,1,1.0,1.0,1.0
((((a*)|(a*))(b*))|ε),53,53,2,1.0,1.0,1.0
((((a*)|(b*))(a|ε))|ε),94,94,3,1.0,1.0,1.0
((((a*)|(b*))(b|ε))|ε),105,105,3,1.0,1.0,1.0
((((a*)|(b*))(a*))|ε),53,53,2,1.0,1.0,1.0
((((a*)|(b*))(b*))|ε),53,53,2,1.0,1.0,1.0
((((b*)|(a*))(a|ε))|ε),94,94,3,1.0,1.0,1.0
((((b*)|(a*))(b|ε))|ε),105,105,3,1.0,1.0,1.0
((((b*)|(a*))(a*))|ε),53,53,2,1.0,1.0,1.0
((((b*)|(a*))(b*))|ε),53,53,2,1.0,1.0,1.0
((((b*)|(b*))(a|ε))|ε),55,55,2,0,0,0
((((b*)|(b*))(b|ε))|ε),55,55,2,1.0,1.0,1.0
((((b*)|(b*))(a*))|ε),53,53,2,1.0,1.0,1.0
((((b*)|(b*))(b*))|ε),35,35,1,1.0,1.0,1.0
((a((a|(a|a))|ε))|ε),33,33,1,0,0,0
((a((a|(a|b))|ε))|ε),33,33,1,0,0,0
((a((a|(b|a))|ε))|ε),33,33,1,0,0,0
((a((a|(b|b))|ε))|ε),33,33,1,0,0,0
((a((b|(a|a))|ε))|ε),33,33,1,0,0,0
((a((b|(a|b))|ε))|ε),33,33,1,0,0,0
((a((b|(b|a))|ε))|ε),33,33,1,0,0,0
((a((b|(b|b))|ε))|ε),33,33,1,0,0,0
((a(((a*)|(a*))|ε))|ε),54,54,2,1.0,1.0,1.0
((a(((a*)|(b*))|ε))|ε),95,95,4,1.0,1.0,1.0
((a(((b*)|(a*))|ε))|ε),95,95,4,1.0,1.0,1.0
((a(((b*)|(b*))|ε))|ε),54,54,2,0,0,0
((a(((a|ε)a)|ε))|ε),33,33,1,0,0.0,0
((a(((a|ε)b)|ε))|ε),33,33,1,0,0,0
((a(((b|ε)a)|ε))|ε),33,33,1,0,0,0
((a(((b|ε)b)|ε))|ε),33,33,1,0,0,0
((a((a(a|ε))|ε))|ε),33,33,1,0,0.0,0
((a((a(b|ε))|ε))|ε),33,33,1,0,0,0
((a((a(a*))|ε))|ε),33,33,1,0,0.0,0
((a((a(b*))|ε))|ε),33,33,1,0,0,0
((a((b(a|ε))|ε))|ε),33,33,1,0,0,0
((a((b(b|ε))|ε))|ε),33,33,1,0,0,0
((a((b(a*))|ε))|ε),33,33,1,0,0,0
((a((b(b*))|ε))|ε),33,33,1,0,0.0,0
((a(((a*)a)|ε))|ε),33,33,1,0,0.0,0
((a(((a*)b)|ε))|ε),33,33,1,0,0,0
((a(((b*)a)|ε))|ε),33,33,1,0,0.0,0
((a(((b*)b)|ε))|ε),33,33,1,0,0.0,0
((a(a|(a*)))|ε),54,54,2,1.0,1.0,1.0
((a(a|(b*)))|ε),73,73,3,0,0,0
((a(b|(a*)))|ε),74,74,3,1.0,1.0,1.0
((a(b|(b*)))|ε),54,54,2,0,0,0
((a((a|(a|a))*))|ε),54,54,2,1.0,1.0,1.0
((a((a|(a|b))*))|ε),53,53,2,1.0,1.0,1.0
((a((a|(b|a))*))|ε),53,53,2,1.0,1.0,1.0
((a((a|(b|b))*))|ε),53,53,2,1.0,1.0,1.0
((a((b|(a|a))*))|ε),53,53,2,1.0,1.0,1.0
((a((b|(a|b))*))|ε),53,53,2,1.0,1.0,1.0
((a((b|(b|a))*))|ε),53,53,2,1.0,1.0,1.0
((a((b|(b|b))*))|ε),54,54,2,0,0,0
((a(((a*)|(a*))*))|ε),54,54,2,1.0,1.0,1.0
((a(((a*)|(b*))*))|ε),53,53,2,1.0,1.0,1.0
((a(((b*)|(a*))*))|ε),53,53,2,1.0,1.0,1.0
((a(((b*)|(b*))*))|ε),54,54,2,0,0,0
((a(((a|ε)a)*))|ε),55,55,2,1.0,1.0,1.0
((a(((a|ε)b)*))|ε),55,55,2,0,0,0
((a(((b|ε)a)*))|ε),55,55,2,0,0,0
((a(((b|ε)b)*))|ε),55,55,2,0,0,0
((a((a(a|ε))*))|ε),55,55,2,1.0,1.0,1.0
((a((a(b|ε))*))|ε),55,55,2,0,0,0
((a((a(a*))*))|ε),54,54,2,1.0,1.0,1.0
((a((a(b*))*))|ε),74,74,3,1.0,1.0,1.0
((a((b(a|ε))*))|ε),55,55,2,0,0,0
((a((b(b|ε))*))|ε),55,55,2,0,0,0
((a((b(a*))*))|ε),74,74,3,1.0,1.0,1.0
((a((b(b*))*))|ε),54,54,2,0,0,0
((a(((a*)a)*))|ε),54,54,2,1.0,1.0,1.0
((a(((a*)b)*))|ε),76,76,3,1.0,1.0,1.0
((a(((b*)a)*))|ε),78,78,3,1.0,1.0,1.0
((a(((b*)b)*))|ε),54,54,2,0,0,0
((b((a|(a|a))|ε))|ε),33,33,1,0,0,0
((b((a|(a|b))|ε))|ε),33,33,1,0,0,0
((b((a|(b|a))|ε))|ε),33,33,1,0,0,0
((b((a|(b|b))|ε))|ε),33,33,1,0,0,0
((b((b|(a|a))|ε))|ε),33,33,1,0,0,0
((b((b|(a|b))|ε))|ε),33,33,1,0,0,0
((b((b|(b|a))|ε))|ε),33,33,1,0,0,0
((b((b|(b|b))|ε))|ε),33,33,1,0,0,0
((b(((a*)|(a*))|ε))|ε),54,54,2,1.0,1.0,1.0
((b(((a*)|(b*))|ε))|ε),126,126,4,1.0,1.0,1.0
((b(((b*)|(a*))|ε))|ε),126,126,4,1.0,1.0,1.0
((b(((b*)|(b*))|ε))|ε),55,55,2,1.0,1.0,1.0
((b(((a|ε)a)|ε))|ε),33,33,1,0,0,0
((b(((a|ε)b)|ε))|ε),33,33,1,0,0,0
((b(((b|ε)a)|ε))|ε),33,33,1,0,0,0
((b(((b|ε)b)|ε))|ε),33,33,1,0,0,0
((b((a(a|ε))|ε))|ε),33,33,1,0,0,0
((b((a(b|ε))|ε))|ε),33,33,1,0,0,0
((b((a(a*))|ε))|ε),33,33,1,0,0.0,0
((b((a(b*))|ε))|ε),33,33,1,0,0,0
((b((b(a|ε))|ε))|ε),33,33,1,0,0,0
((b((b(b|ε))|ε))|ε),33,33,1,0,0,0
((b((b(a*))|ε))|ε),33,33,1,0,0,0
((b((b(b*))|ε))|ε),33,33,1,0,0.0,0
((b(((a*)a)|ε))|ε),33,33,1,0,0.0,0
((b(((a*)b)|ε))|ε),33,33,1,0,0.0,0
((b(((b*)a)|ε))|ε),33,33,1,0,0,0
((b(((b*)b)|ε))|ε),33,33,1,0,0.0,0
((b(a|(a*)))|ε),54,54,2,1.0,1.0,1.0
((b(a|(b*)))|ε),72,72,3,1.0,1.0,1.0
((b(b|(a*)))|ε),126,126,4,1.0,1.0,1.0
((b(b|(b*)))|ε),55,55,2,1.0,1.0,1.0
((b((a|(a|a))*))|ε),54,54,2,1.0,1.0,1.0
((b((a|(a|b))*))|ε),53,53,2,1.0,1.0,1.0
((b((a|(b|a))*))|ε),53,53,2,1.0,1.0,1.0
((b((a|(b|b))*))|ε),53,53,2,1.0,1.0,1.0
((b((b|(a|a))*))|ε),53,53,2,1.0,1.0,1.0
((b((b|(a|b))*))|ε),53,53,2,1.0,1.0,1.0
((b((b|(b|a))*))|ε),53,53,2,1.0,1.0,1.0
((b((b|(b|b))*))|ε),55,55,2,1.0,1.0,1.0
((b(((a*)|(a*))*))|ε),54,54,2,1.0,1.0,1.0
((b(((a*)|(b*))*))|ε),53,53,2,1.0,1.0,1.0
